Time,Data
14:42:13,AXYZ= 0.46
14:42:13,the car stop moving
14:42:13,AXT= -0.63 AYT= 2.65 AZT= 2.73 GX= -7.03 GY= 0.25 GZ= 0.70 AXL= 0.06 AYL= -0.47 AZL= -8.75 GXYZ= 7.07
14:42:13,AXYZ= 0.47
14:42:13,the car stop moving
14:42:13,AXT= -0.57 AYT= 3.19 AZT= 3.24 GX= -6.91 GY= 0.09 GZ= 0.71 AXL= 0.04 AYL= -0.56 AZL= -8.74 GXYZ= 6.95
14:42:13,AXYZ= 0.56
14:42:14,the car stop moving
14:42:14,AXT= -0.98 AYT= 3.22 AZT= 3.37 GX= -6.73 GY= 0.16 GZ= 0.63 AXL= 0.11 AYL= -0.57 AZL= -8.74 GXYZ= 6.76
14:42:14,AXYZ= 0.58
14:42:14,the car stop moving
14:42:14,AXT= -0.77 AYT= 2.79 AZT= 2.89 GX= -6.94 GY= 0.15 GZ= 0.75 AXL= 0.08 AYL= -0.49 AZL= -8.74 GXYZ= 6.98
14:42:14,AXYZ= 0.50
14:42:14,the car stop moving
14:42:14,AXT= -0.95 AYT= 2.71 AZT= 2.87 GX= -7.06 GY= 0.15 GZ= 0.63 AXL= 0.11 AYL= -0.48 AZL= -8.74 GXYZ= 7.09
14:42:14,AXYZ= 0.49
14:42:14,the car stop moving
14:42:14,AXT= -0.84 AYT= 2.54 AZT= 2.67 GX= -7.03 GY= 0.15 GZ= 0.79 AXL= 0.10 AYL= -0.45 AZL= -8.75 GXYZ= 7.08
14:42:14,AXYZ= 0.46
14:42:14,the car stop moving
14:42:14,AXT= -0.53 AYT= 2.95 AZT= 3.00 GX= -7.11 GY= 0.24 GZ= 0.78 AXL= 0.04 AYL= -0.52 AZL= -8.75 GXYZ= 7.15
14:42:14,AXYZ= 0.52
14:42:14,the car stop moving
14:42:14,AXT= -0.70 AYT= 2.34 AZT= 2.44 GX= -7.09 GY= 0.09 GZ= 0.75 AXL= 0.08 AYL= -0.41 AZL= -8.74 GXYZ= 7.13
14:42:14,AXYZ= 0.42
14:42:14,the car stop moving
14:42:14,AXT= -0.74 AYT= 2.97 AZT= 3.07 GX= -7.08 GY= 0.11 GZ= 0.66 AXL= 0.07 AYL= -0.52 AZL= -8.74 GXYZ= 7.11
14:42:14,AXYZ= 0.53
14:42:14,the car stop moving
14:42:14,AXT= -0.77 AYT= 3.17 AZT= 3.26 GX= -7.00 GY= 0.08 GZ= 0.66 AXL= 0.07 AYL= -0.56 AZL= -8.74 GXYZ= 7.03
14:42:14,AXYZ= 0.56
14:42:14,the car stop moving
14:42:14,AXT= -0.41 AYT= 2.59 AZT= 2.62 GX= -6.68 GY= 0.20 GZ= 0.66 AXL= 0.02 AYL= -0.45 AZL= -8.74 GXYZ= 6.72
14:42:14,AXYZ= 0.45
14:42:14,the car stop moving
14:42:14,AXT= -0.77 AYT= 3.19 AZT= 3.29 GX= -7.03 GY= 0.14 GZ= 0.78 AXL= 0.07 AYL= -0.56 AZL= -8.74 GXYZ= 7.07
14:42:14,AXYZ= 0.57
14:42:14,the car stop moving
14:42:14,AXT= -0.57 AYT= 2.65 AZT= 2.71 GX= -6.76 GY= 0.08 GZ= 0.63 AXL= 0.05 AYL= -0.46 AZL= -8.74 GXYZ= 6.79
14:42:14,AXYZ= 0.47
14:42:14,the car stop moving
14:42:14,AXT= -0.68 AYT= 2.68 AZT= 2.77 GX= -6.98 GY= 0.37 GZ= 0.66 AXL= 0.07 AYL= -0.47 AZL= -8.74 GXYZ= 7.03
14:42:14,AXYZ= 0.48
14:42:14,the car stop moving
14:42:14,AXT= -0.83 AYT= 2.17 AZT= 2.33 GX= -7.16 GY= 0.08 GZ= 0.75 AXL= 0.10 AYL= -0.39 AZL= -8.75 GXYZ= 7.20
14:42:14,AXYZ= 0.40
14:42:14,the car stop moving
14:42:14,AXT= -0.66 AYT= 3.03 AZT= 3.10 GX= -6.92 GY= 0.14 GZ= 0.70 AXL= 0.06 AYL= -0.53 AZL= -8.74 GXYZ= 6.96
14:42:15,AXYZ= 0.53
14:42:15,the car stop moving
14:42:15,AXT= -1.19 AYT= 3.29 AZT= 3.50 GX= -6.85 GY= 0.21 GZ= 0.77 AXL= 0.14 AYL= -0.59 AZL= -8.73 GXYZ= 6.90
14:42:15,AXYZ= 0.60
14:42:15,the car stop moving
14:42:15,AXT= -0.77 AYT= 2.71 AZT= 2.81 GX= -6.88 GY= 0.11 GZ= 0.66 AXL= 0.08 AYL= -0.48 AZL= -8.74 GXYZ= 6.91
14:42:15,AXYZ= 0.48
14:42:15,the car stop moving
14:42:15,AXT= -0.85 AYT= 3.27 AZT= 3.38 GX= -6.95 GY= 0.07 GZ= 0.50 AXL= 0.09 AYL= -0.58 AZL= -8.73 GXYZ= 6.96
14:42:15,AXYZ= 0.58
14:42:15,the car stop moving
14:42:15,AXT= -0.90 AYT= 2.66 AZT= 2.81 GX= -7.05 GY= 0.16 GZ= 0.58 AXL= 0.10 AYL= -0.47 AZL= -8.74 GXYZ= 7.08
14:42:15,AXYZ= 0.48
14:42:15,the car stop moving
14:42:15,AXT= -0.93 AYT= 2.68 AZT= 2.84 GX= -6.81 GY= 0.28 GZ= 0.60 AXL= 0.11 AYL= -0.48 AZL= -8.73 GXYZ= 6.84
14:42:15,AXYZ= 0.49
14:42:15,the car stop moving
14:42:15,AXT= -0.66 AYT= 3.14 AZT= 3.21 GX= -7.06 GY= 0.16 GZ= 0.70 AXL= 0.06 AYL= -0.55 AZL= -8.74 GXYZ= 7.10
14:42:15,AXYZ= 0.55
14:42:15,the car stop moving
14:42:15,AXT= -1.03 AYT= 2.50 AZT= 2.70 GX= -6.84 GY= 0.34 GZ= 0.74 AXL= 0.13 AYL= -0.45 AZL= -8.74 GXYZ= 6.89
14:42:15,AXYZ= 0.47
14:42:15,the car stop moving
14:42:15,AXT= -0.96 AYT= 2.79 AZT= 2.95 GX= -6.84 GY= 0.18 GZ= 0.70 AXL= 0.11 AYL= -0.50 AZL= -8.74 GXYZ= 6.88
14:42:15,AXYZ= 0.51
14:42:15,the car stop moving
14:42:15,AXT= -0.79 AYT= 3.05 AZT= 3.15 GX= -6.85 GY= -0.04 GZ= 0.56 AXL= 0.08 AYL= -0.54 AZL= -8.74 GXYZ= 6.88
14:42:15,AXYZ= 0.54
14:42:15,the car stop moving
14:42:15,AXT= -0.86 AYT= 2.57 AZT= 2.71 GX= -6.88 GY= -0.04 GZ= 0.73 AXL= 0.10 AYL= -0.46 AZL= -8.74 GXYZ= 6.92
14:42:15,AXYZ= 0.47
14:42:15,the car stop moving
14:42:15,AXT= -0.70 AYT= 2.25 AZT= 2.36 GX= -6.91 GY= -0.40 GZ= 0.73 AXL= 0.08 AYL= -0.40 AZL= -8.74 GXYZ= 6.96
14:42:15,AXYZ= 0.41
14:42:15,the car stop moving
14:42:15,AXT= -0.77 AYT= 2.84 AZT= 2.94 GX= -6.79 GY= -0.29 GZ= 0.69 AXL= 0.08 AYL= -0.50 AZL= -8.73 GXYZ= 6.83
14:42:15,AXYZ= 0.51
14:42:15,the car stop moving
14:42:15,AXT= -0.66 AYT= 3.22 AZT= 3.29 GX= -6.76 GY= -0.42 GZ= 0.79 AXL= 0.05 AYL= -0.56 AZL= -8.74 GXYZ= 6.82
14:42:15,AXYZ= 0.57
14:42:15,the car stop moving
14:42:16,AXT= -0.71 AYT= 2.96 AZT= 3.04 GX= -6.79 GY= 0.02 GZ= 0.69 AXL= 0.07 AYL= -0.52 AZL= -8.74 GXYZ= 6.83
14:42:16,AXYZ= 0.52
14:42:16,the car stop moving
14:42:16,AXT= -1.03 AYT= 2.23 AZT= 2.45 GX= -6.92 GY= 0.21 GZ= 0.60 AXL= 0.13 AYL= -0.40 AZL= -8.74 GXYZ= 6.94
14:42:16,AXYZ= 0.42
14:42:16,the car stop moving
14:42:16,AXT= -0.30 AYT= 3.02 AZT= 3.04 GX= -7.08 GY= 0.87 GZ= 0.63 AXL= -0.00 AYL= -0.52 AZL= -8.74 GXYZ= 7.17
14:42:16,AXYZ= 0.52
14:42:16,the car stop moving
14:42:16,AXT= -0.92 AYT= 2.39 AZT= 2.56 GX= -6.89 GY= 0.69 GZ= 0.37 AXL= 0.11 AYL= -0.43 AZL= -8.74 GXYZ= 6.93
14:42:16,AXYZ= 0.44
14:42:16,the car stop moving
14:42:16,AXT= -0.70 AYT= 2.85 AZT= 2.94 GX= -6.98 GY= 0.24 GZ= 0.76 AXL= 0.07 AYL= -0.50 AZL= -8.74 GXYZ= 7.03
14:42:16,AXYZ= 0.51
14:42:16,the car stop moving
14:42:16,AXT= -0.79 AYT= 2.89 AZT= 2.99 GX= -7.08 GY= 0.61 GZ= 0.62 AXL= 0.08 AYL= -0.51 AZL= -8.74 GXYZ= 7.14
14:42:16,AXYZ= 0.52
14:42:16,the car stop moving
14:42:16,AXT= -0.78 AYT= 2.37 AZT= 2.50 GX= -6.98 GY= 0.55 GZ= 0.84 AXL= 0.09 AYL= -0.42 AZL= -8.74 GXYZ= 7.05
14:42:16,AXYZ= 0.43
14:42:16,the car stop moving
14:42:16,AXT= -0.68 AYT= 3.05 AZT= 3.13 GX= -7.10 GY= 0.24 GZ= 0.73 AXL= 0.06 AYL= -0.54 AZL= -8.73 GXYZ= 7.14
14:42:16,AXYZ= 0.54
14:42:16,the car stop moving
14:42:16,AXT= -0.45 AYT= 2.51 AZT= 2.55 GX= -7.02 GY= 0.01 GZ= 0.47 AXL= 0.03 AYL= -0.44 AZL= -8.75 GXYZ= 7.03
14:42:16,AXYZ= 0.44
14:42:16,the car stop moving
14:42:16,AXT= -0.46 AYT= 2.30 AZT= 2.34 GX= -7.00 GY= 0.20 GZ= 0.69 AXL= 0.04 AYL= -0.40 AZL= -8.75 GXYZ= 7.04
14:42:16,AXYZ= 0.40
14:42:16,the car stop moving
14:42:16,AXT= -0.78 AYT= 2.51 AZT= 2.63 GX= -6.89 GY= 0.37 GZ= 0.69 AXL= 0.09 AYL= -0.44 AZL= -8.74 GXYZ= 6.94
14:42:16,AXYZ= 0.45
14:42:16,the car stop moving
14:42:16,AXT= -0.74 AYT= 2.98 AZT= 3.07 GX= -7.18 GY= 0.38 GZ= 0.61 AXL= 0.07 AYL= -0.52 AZL= -8.74 GXYZ= 7.21
14:42:16,AXYZ= 0.53
14:42:16,the car stop moving
14:42:16,AXT= -0.87 AYT= 2.19 AZT= 2.36 GX= -6.92 GY= 0.06 GZ= 0.75 AXL= 0.11 AYL= -0.39 AZL= -8.74 GXYZ= 6.96
14:42:16,AXYZ= 0.41
14:42:16,the car stop moving
14:42:16,AXT= -0.88 AYT= 2.65 AZT= 2.79 GX= -7.02 GY= -0.05 GZ= 0.44 AXL= 0.10 AYL= -0.47 AZL= -8.73 GXYZ= 7.04
14:42:16,AXYZ= 0.48
14:42:16,the car stop moving
14:42:17,AXT= -0.67 AYT= 2.83 AZT= 2.91 GX= -6.86 GY= 0.22 GZ= 0.68 AXL= 0.06 AYL= -0.50 AZL= -8.73 GXYZ= 6.90
14:42:17,AXYZ= 0.50
14:42:17,the car stop moving
14:42:17,AXT= -0.63 AYT= 2.67 AZT= 2.74 GX= -6.85 GY= 0.27 GZ= 0.66 AXL= 0.06 AYL= -0.47 AZL= -8.74 GXYZ= 6.89
14:42:17,AXYZ= 0.47
14:42:17,the car stop moving
14:42:17,AXT= -0.68 AYT= 2.71 AZT= 2.79 GX= -6.96 GY= 0.08 GZ= 0.70 AXL= 0.07 AYL= -0.48 AZL= -8.75 GXYZ= 7.00
14:42:17,AXYZ= 0.48
14:42:17,the car stop moving
14:42:17,AXT= -0.90 AYT= 3.06 AZT= 3.19 GX= -6.79 GY= 0.08 GZ= 0.63 AXL= 0.10 AYL= -0.54 AZL= -8.74 GXYZ= 6.82
14:42:17,AXYZ= 0.55
14:42:17,the car stop moving
14:42:17,AXT= -0.94 AYT= 3.03 AZT= 3.18 GX= -6.84 GY= 0.11 GZ= 0.79 AXL= 0.11 AYL= -0.54 AZL= -8.73 GXYZ= 6.89
14:42:17,AXYZ= 0.55
14:42:17,the car stop moving
14:42:17,AXT= -0.44 AYT= 2.19 AZT= 2.24 GX= -6.82 GY= 0.29 GZ= 0.52 AXL= 0.03 AYL= -0.38 AZL= -8.75 GXYZ= 6.84
14:42:17,AXYZ= 0.38
14:42:17,the car stop moving
14:42:17,AXT= -0.89 AYT= 2.99 AZT= 3.13 GX= -7.02 GY= 0.22 GZ= 0.77 AXL= 0.10 AYL= -0.53 AZL= -8.75 GXYZ= 7.06
14:42:17,AXYZ= 0.54
14:42:17,the car stop moving
14:42:17,AXT= -0.88 AYT= 2.50 AZT= 2.65 GX= -6.95 GY= 0.26 GZ= 0.60 AXL= 0.10 AYL= -0.44 AZL= -8.74 GXYZ= 6.98
14:42:17,AXYZ= 0.46
14:42:17,the car stop moving
14:42:17,AXT= -0.64 AYT= 2.49 AZT= 2.57 GX= -6.90 GY= 0.34 GZ= 0.60 AXL= 0.06 AYL= -0.44 AZL= -8.75 GXYZ= 6.93
14:42:17,AXYZ= 0.44
14:42:17,the car stop moving
14:42:17,AXT= -0.86 AYT= 3.22 AZT= 3.33 GX= -6.75 GY= 0.05 GZ= 0.76 AXL= 0.09 AYL= -0.57 AZL= -8.74 GXYZ= 6.79
14:42:17,AXYZ= 0.57
14:42:17,the car stop moving
14:42:17,AXT= -0.58 AYT= 2.34 AZT= 2.41 GX= -6.92 GY= 0.01 GZ= 0.67 AXL= 0.06 AYL= -0.41 AZL= -8.74 GXYZ= 6.95
14:42:17,AXYZ= 0.41
14:42:17,the car stop moving
14:42:17,AXT= -0.99 AYT= 3.01 AZT= 3.17 GX= -6.86 GY= 0.08 GZ= 0.47 AXL= 0.11 AYL= -0.53 AZL= -8.75 GXYZ= 6.88
14:42:17,AXYZ= 0.54
14:42:17,the car stop moving
14:42:17,AXT= -0.55 AYT= 3.03 AZT= 3.08 GX= -7.00 GY= 0.34 GZ= 0.62 AXL= 0.04 AYL= -0.53 AZL= -8.74 GXYZ= 7.04
14:42:17,AXYZ= 0.53
14:42:17,the car stop moving
14:42:17,AXT= -1.07 AYT= 3.15 AZT= 3.33 GX= -6.95 GY= 0.12 GZ= 0.79 AXL= 0.12 AYL= -0.56 AZL= -8.73 GXYZ= 6.99
14:42:17,AXYZ= 0.57
14:42:17,the car stop moving
14:42:18,AXT= -0.82 AYT= 2.57 AZT= 2.70 GX= -6.95 GY= 0.24 GZ= 0.65 AXL= 0.09 AYL= -0.46 AZL= -8.75 GXYZ= 6.98
14:42:18,AXYZ= 0.47
14:42:18,the car stop moving
14:42:18,AXT= -0.72 AYT= 2.75 AZT= 2.85 GX= -6.96 GY= 0.29 GZ= 0.88 AXL= 0.07 AYL= -0.48 AZL= -8.74 GXYZ= 7.02
14:42:18,AXYZ= 0.49
14:42:18,the car stop moving
14:42:18,AXT= -0.64 AYT= 3.41 AZT= 3.47 GX= -7.14 GY= 0.15 GZ= 0.59 AXL= 0.05 AYL= -0.59 AZL= -8.74 GXYZ= 7.16
14:42:18,AXYZ= 0.60
14:42:18,the car stop moving
14:42:18,AXT= -0.68 AYT= 2.45 AZT= 2.55 GX= -7.01 GY= 0.15 GZ= 0.82 AXL= 0.07 AYL= -0.43 AZL= -8.74 GXYZ= 7.06
14:42:18,AXYZ= 0.44
14:42:18,the car stop moving
14:42:18,AXT= -0.78 AYT= 3.03 AZT= 3.13 GX= -6.82 GY= 0.35 GZ= 0.52 AXL= 0.08 AYL= -0.53 AZL= -8.74 GXYZ= 6.85
14:42:18,AXYZ= 0.54
14:42:18,the car stop moving
14:42:18,AXT= -1.00 AYT= 2.45 AZT= 2.64 GX= -7.12 GY= 0.12 GZ= 0.59 AXL= 0.13 AYL= -0.44 AZL= -8.74 GXYZ= 7.15
14:42:18,AXYZ= 0.46
14:42:18,the car stop moving
14:42:18,AXT= -0.57 AYT= 2.78 AZT= 2.84 GX= -6.89 GY= 0.26 GZ= 0.85 AXL= 0.05 AYL= -0.49 AZL= -8.75 GXYZ= 6.94
14:42:18,AXYZ= 0.49
14:42:18,the car stop moving
14:42:18,AXT= -0.86 AYT= 3.07 AZT= 3.19 GX= -7.08 GY= 0.34 GZ= 0.55 AXL= 0.09 AYL= -0.54 AZL= -8.74 GXYZ= 7.11
14:42:18,AXYZ= 0.55
14:42:18,the car stop moving
14:42:18,AXT= -0.82 AYT= 2.97 AZT= 3.08 GX= -6.93 GY= 0.12 GZ= 0.68 AXL= 0.09 AYL= -0.52 AZL= -8.74 GXYZ= 6.97
14:42:18,AXYZ= 0.53
14:42:18,the car stop moving
14:42:18,AXT= -1.13 AYT= 3.23 AZT= 3.42 GX= -6.99 GY= 0.05 GZ= 0.63 AXL= 0.13 AYL= -0.57 AZL= -8.74 GXYZ= 7.02
14:42:18,AXYZ= 0.59
14:42:18,the car stop moving
14:42:18,AXT= -1.06 AYT= 3.38 AZT= 3.54 GX= -6.88 GY= 0.33 GZ= 0.44 AXL= 0.12 AYL= -0.60 AZL= -8.74 GXYZ= 6.90
14:42:18,AXYZ= 0.61
14:42:18,the car stop moving
14:42:18,AXT= -0.73 AYT= 2.52 AZT= 2.62 GX= -6.93 GY= 0.27 GZ= 0.69 AXL= 0.08 AYL= -0.44 AZL= -8.75 GXYZ= 6.97
14:42:18,AXYZ= 0.45
14:42:18,the car stop moving
14:42:18,AXT= -0.63 AYT= 2.84 AZT= 2.91 GX= -6.98 GY= 0.41 GZ= 0.78 AXL= 0.05 AYL= -0.50 AZL= -8.73 GXYZ= 7.04
14:42:18,AXYZ= 0.50
14:42:18,the car stop moving
14:42:18,AXT= -0.46 AYT= 2.84 AZT= 2.88 GX= -6.88 GY= 0.20 GZ= 0.63 AXL= 0.03 AYL= -0.49 AZL= -8.74 GXYZ= 6.91
14:42:18,AXYZ= 0.49
14:42:18,the car stop moving
14:42:19,AXT= -0.90 AYT= 2.66 AZT= 2.81 GX= -6.99 GY= 0.24 GZ= 0.62 AXL= 0.11 AYL= -0.47 AZL= -8.75 GXYZ= 7.02
14:42:19,AXYZ= 0.48
14:42:19,the car stop moving
14:42:19,AXT= -0.54 AYT= 2.69 AZT= 2.75 GX= -6.98 GY= 0.07 GZ= 0.69 AXL= 0.04 AYL= -0.47 AZL= -8.74 GXYZ= 7.02
14:42:19,AXYZ= 0.47
14:42:19,the car stop moving
14:42:19,AXT= -0.52 AYT= 2.85 AZT= 2.90 GX= -6.85 GY= 0.24 GZ= 0.69 AXL= 0.04 AYL= -0.50 AZL= -8.74 GXYZ= 6.89
14:42:19,AXYZ= 0.50
14:42:19,the car stop moving
14:42:19,AXT= -0.83 AYT= 2.50 AZT= 2.64 GX= -6.82 GY= 0.17 GZ= 0.66 AXL= 0.10 AYL= -0.44 AZL= -8.74 GXYZ= 6.86
14:42:19,AXYZ= 0.45
14:42:19,the car stop moving
14:42:19,AXT= -0.62 AYT= 2.90 AZT= 2.96 GX= -7.15 GY= 0.28 GZ= 0.69 AXL= 0.05 AYL= -0.51 AZL= -8.74 GXYZ= 7.18
14:42:19,AXYZ= 0.51
14:42:19,the car stop moving
14:42:19,AXT= -1.00 AYT= 2.84 AZT= 3.01 GX= -6.98 GY= 0.15 GZ= 0.53 AXL= 0.12 AYL= -0.51 AZL= -8.75 GXYZ= 7.01
14:42:19,AXYZ= 0.52
14:42:19,the car stop moving
14:42:19,AXT= -0.89 AYT= 2.88 AZT= 3.01 GX= -7.05 GY= 0.09 GZ= 0.75 AXL= 0.10 AYL= -0.51 AZL= -8.74 GXYZ= 7.09
14:42:19,AXYZ= 0.52
14:42:19,the car stop moving
14:42:19,AXT= -0.61 AYT= 2.72 AZT= 2.79 GX= -6.89 GY= 0.09 GZ= 0.68 AXL= 0.05 AYL= -0.48 AZL= -8.75 GXYZ= 6.93
14:42:19,AXYZ= 0.48
14:42:19,the car stop moving
14:42:19,AXT= -0.83 AYT= 2.42 AZT= 2.56 GX= -7.09 GY= -0.04 GZ= 0.62 AXL= 0.10 AYL= -0.43 AZL= -8.74 GXYZ= 7.12
14:42:19,AXYZ= 0.44
14:42:19,the car stop moving
14:42:19,AXT= -0.46 AYT= 2.42 AZT= 2.46 GX= -6.98 GY= 0.23 GZ= 0.82 AXL= 0.03 AYL= -0.42 AZL= -8.74 GXYZ= 7.04
14:42:19,AXYZ= 0.42
14:42:19,the car stop moving
14:42:19,AXT= -0.83 AYT= 2.43 AZT= 2.57 GX= -6.99 GY= 0.28 GZ= 0.76 AXL= 0.10 AYL= -0.43 AZL= -8.74 GXYZ= 7.04
14:42:19,AXYZ= 0.44
14:42:19,the car stop moving
14:42:19,AXT= -0.86 AYT= 2.80 AZT= 2.93 GX= -6.95 GY= 0.21 GZ= 0.44 AXL= 0.10 AYL= -0.50 AZL= -8.74 GXYZ= 6.96
14:42:19,AXYZ= 0.50
14:42:19,the car stop moving
14:42:19,AXT= -0.86 AYT= 2.84 AZT= 2.97 GX= -6.87 GY= 0.18 GZ= 0.64 AXL= 0.09 AYL= -0.50 AZL= -8.74 GXYZ= 6.90
14:42:19,AXYZ= 0.51
14:42:19,the car stop moving
14:42:19,AXT= -0.64 AYT= 2.36 AZT= 2.44 GX= -7.05 GY= 0.31 GZ= 0.63 AXL= 0.07 AYL= -0.42 AZL= -8.75 GXYZ= 7.09
14:42:19,AXYZ= 0.42
14:42:19,the car stop moving
14:42:20,AXT= -0.50 AYT= 2.33 AZT= 2.39 GX= -6.98 GY= 0.22 GZ= 0.56 AXL= 0.04 AYL= -0.41 AZL= -8.75 GXYZ= 7.00
14:42:20,AXYZ= 0.41
14:42:20,the car stop moving
14:42:20,AXT= -1.01 AYT= 3.17 AZT= 3.32 GX= -6.90 GY= 0.14 GZ= 0.69 AXL= 0.11 AYL= -0.56 AZL= -8.73 GXYZ= 6.94
14:42:20,AXYZ= 0.57
14:42:20,the car stop moving
14:42:20,AXT= -0.78 AYT= 3.02 AZT= 3.12 GX= -7.06 GY= 0.13 GZ= 0.63 AXL= 0.08 AYL= -0.53 AZL= -8.74 GXYZ= 7.09
14:42:20,AXYZ= 0.54
14:42:20,the car stop moving
14:42:20,AXT= -0.89 AYT= 2.84 AZT= 2.98 GX= -7.08 GY= 0.15 GZ= 0.66 AXL= 0.10 AYL= -0.50 AZL= -8.74 GXYZ= 7.12
14:42:20,AXYZ= 0.51
14:42:20,the car stop moving
14:42:20,AXT= -0.37 AYT= 2.46 AZT= 2.48 GX= -7.00 GY= 0.29 GZ= 0.66 AXL= 0.02 AYL= -0.43 AZL= -8.75 GXYZ= 7.04
14:42:20,AXYZ= 0.43
14:42:20,the car stop moving
14:42:20,AXT= -0.62 AYT= 2.79 AZT= 2.86 GX= -6.73 GY= 0.11 GZ= 0.78 AXL= 0.06 AYL= -0.49 AZL= -8.74 GXYZ= 6.77
14:42:20,AXYZ= 0.49
14:42:20,the car stop moving
14:42:20,AXT= -0.72 AYT= 2.48 AZT= 2.59 GX= -6.89 GY= 0.53 GZ= 0.65 AXL= 0.08 AYL= -0.44 AZL= -8.75 GXYZ= 6.94
14:42:20,AXYZ= 0.45
14:42:20,the car stop moving
14:42:20,AXT= -0.87 AYT= 2.85 AZT= 2.98 GX= -6.89 GY= 0.08 GZ= 0.73 AXL= 0.10 AYL= -0.50 AZL= -8.75 GXYZ= 6.93
14:42:20,AXYZ= 0.51
14:42:20,the car stop moving
14:42:20,AXT= -1.11 AYT= 2.42 AZT= 2.66 GX= -7.08 GY= 0.69 GZ= 0.66 AXL= 0.15 AYL= -0.43 AZL= -8.74 GXYZ= 7.14
14:42:20,AXYZ= 0.46
14:42:20,the car stop moving
14:42:20,AXT= -0.58 AYT= 2.39 AZT= 2.46 GX= -7.00 GY= -0.19 GZ= 0.69 AXL= 0.06 AYL= -0.42 AZL= -8.75 GXYZ= 7.04
14:42:20,AXYZ= 0.42
14:42:20,the car stop moving
14:42:20,AXT= -0.68 AYT= 3.10 AZT= 3.18 GX= -6.85 GY= 0.45 GZ= 0.68 AXL= 0.06 AYL= -0.54 AZL= -8.74 GXYZ= 6.90
14:42:20,AXYZ= 0.55
14:42:20,the car stop moving
14:42:20,AXT= -0.64 AYT= 2.82 AZT= 2.89 GX= -6.73 GY= 0.36 GZ= 0.72 AXL= 0.06 AYL= -0.49 AZL= -8.75 GXYZ= 6.78
14:42:20,AXYZ= 0.50
14:42:20,the car stop moving
14:42:20,AXT= -0.39 AYT= 2.73 AZT= 2.76 GX= -6.92 GY= 0.08 GZ= 0.74 AXL= 0.02 AYL= -0.47 AZL= -8.75 GXYZ= 6.96
14:42:20,AXYZ= 0.47
14:42:20,the car stop moving
14:42:20,AXT= -0.61 AYT= 2.21 AZT= 2.30 GX= -6.86 GY= -0.05 GZ= 0.57 AXL= 0.06 AYL= -0.39 AZL= -8.75 GXYZ= 6.89
14:42:20,AXYZ= 0.40
14:42:20,the car stop moving
14:42:21,AXT= -0.57 AYT= 2.32 AZT= 2.39 GX= -7.18 GY= 0.31 GZ= 0.79 AXL= 0.05 AYL= -0.41 AZL= -8.75 GXYZ= 7.23
14:42:21,AXYZ= 0.41
14:42:21,the car stop moving
14:42:21,AXT= -0.51 AYT= 2.28 AZT= 2.33 GX= -6.92 GY= 0.12 GZ= 0.71 AXL= 0.04 AYL= -0.40 AZL= -8.75 GXYZ= 6.96
14:42:21,AXYZ= 0.40
14:42:21,the car stop moving
14:42:21,AXT= -0.76 AYT= 2.78 AZT= 2.88 GX= -6.88 GY= 0.52 GZ= 0.69 AXL= 0.08 AYL= -0.49 AZL= -8.75 GXYZ= 6.93
14:42:21,AXYZ= 0.50
14:42:21,the car stop moving
14:42:21,AXT= -0.81 AYT= 2.27 AZT= 2.41 GX= -6.84 GY= 0.27 GZ= 0.61 AXL= 0.10 AYL= -0.40 AZL= -8.75 GXYZ= 6.87
14:42:21,AXYZ= 0.42
14:42:21,the car stop moving
14:42:21,AXT= -0.66 AYT= 3.12 AZT= 3.19 GX= -7.02 GY= 0.21 GZ= 0.72 AXL= 0.06 AYL= -0.55 AZL= -8.74 GXYZ= 7.06
14:42:21,AXYZ= 0.55
14:42:21,the car stop moving
14:42:21,AXT= -0.81 AYT= 2.88 AZT= 3.00 GX= -7.03 GY= 0.34 GZ= 0.47 AXL= 0.09 AYL= -0.51 AZL= -8.75 GXYZ= 7.05
14:42:21,AXYZ= 0.52
14:42:21,the car stop moving
14:42:21,AXT= -0.91 AYT= 2.67 AZT= 2.82 GX= -7.16 GY= 0.63 GZ= 0.88 AXL= 0.11 AYL= -0.47 AZL= -8.74 GXYZ= 7.24
14:42:21,AXYZ= 0.49
14:42:21,the car stop moving
14:42:21,AXT= -0.52 AYT= 2.38 AZT= 2.44 GX= -7.09 GY= 0.85 GZ= 0.75 AXL= 0.05 AYL= -0.42 AZL= -8.76 GXYZ= 7.18
14:42:21,AXYZ= 0.42
14:42:21,the car stop moving
14:42:21,AXT= -0.70 AYT= 1.64 AZT= 1.78 GX= -7.74 GY= 4.63 GZ= 0.87 AXL= 0.09 AYL= -0.29 AZL= -8.75 GXYZ= 9.06
14:42:21,AXYZ= 0.31
14:42:21,the car stop moving
14:42:21,AXT= -0.35 AYT= 0.83 AZT= 0.90 GX= -11.40 GY= 21.79 GZ= 0.70 AXL= 0.04 AYL= -0.15 AZL= -8.77 GXYZ= 24.60
14:42:21,AXYZ= 0.16
14:42:21,the car stop moving
14:42:21,AXT= -1.89 AYT= -2.52 AZT= 3.15 GX= -13.08 GY= 34.49 GZ= 0.17 AXL= 0.37 AYL= 0.40 AZL= -8.77 GXYZ= 36.88
14:42:21,AXYZ= 0.54
14:42:21,the car stop moving
14:42:21,AXT= -2.29 AYT= 4.07 AZT= 4.68 GX= -9.98 GY= 25.60 GZ= 3.69 AXL= 0.32 AYL= -0.74 AZL= -8.71 GXYZ= 27.72
